"State"	"State Code"	"Year"	"Year Code"	"Place of Death"	"Place of Death Code"	Deaths	Population	Crude Rate
"Hawaii"	"15"	"2014"	"2014"	"Medical Facility - Dead on Arrival"	"3"	20	Not Applicable	Not Applicable
"Hawaii"	"15"	"2014"	"2014"	"Decedent's home"	"4"	63	Not Applicable	Not Applicable
"Hawaii"	"15"	"2014"	"2014"	"Hospice facility"	"5"	Suppressed	Not Applicable	Not Applicable
"Hawaii"	"15"	"2014"	"2014"	"Nursing home/long term care"	"6"	Suppressed	Not Applicable	Not Applicable
"Hawaii"	"15"	"2014"	"2014"	"Other"	"7"	22	Not Applicable	Not Applicable
"Hawaii"	"15"	"2014"	"2014"	"Place of death unknown"	"9"	Suppressed	Not Applicable	Not Applicable
"Hawaii"	"15"	"2015"	"2015"	"Medical Facility - Inpatient"	"1"	22	Not Applicable	Not Applicable
"Hawaii"	"15"	"2015"	"2015"	"Medical Facility - Outpatient or ER"	"2"	32	Not Applicable	Not Applicable
"Hawaii"	"15"	"2015"	"2015"	"Medical Facility - Dead on Arrival"	"3"	17	Not Applicable	Not Applicable
"Hawaii"	"15"	"2015"	"2015"	"Decedent's home"	"4"	70	Not Applicable	Not Applicable
"Hawaii"	"15"	"2015"	"2015"	"Hospice facility"	"5"	Suppressed	Not Applicable	Not Applicable
"Hawaii"	"15"	"2015"	"2015"	"Nursing home/long term care"	"6"	Suppressed	Not Applicable	Not Applicable
"Hawaii"	"15"	"2015"	"2015"	"Other"	"7"	26	Not Applicable	Not Applicable
"Hawaii"	"15"	"2015"	"2015"	"Place of death unknown"	"9"	Suppressed	Not Applicable	Not Applicable
"Idaho"	"16"	"1999"	"1999"	"Medical Facility - Inpatient"	"1"	11	Not Applicable	Not Applicable
"Idaho"	"16"	"1999"	"1999"	"Medical Facility - Outpatient or ER"	"2"	Suppressed	Not Applicable	Not Applicable
"Idaho"	"16"	"1999"	"1999"	"Medical Facility - Dead on Arrival"	"3"	Suppressed	Not Applicable	Not Applicable
"Idaho"	"16"	"1999"	"1999"	"Medical Facility - Status unknown"	"10"	Suppressed	Not Applicable	Not Applicable
"Idaho"	"16"	"1999"	"1999"	"Decedent's home"	"4"	32	Not Applicable	Not Applicable
"Idaho"	"16"	"1999"	"1999"	"Nursing home/long term care"	"6"	Suppressed	Not Applicable	Not Applicable
"Idaho"	"16"	"1999"	"1999"	"Other"	"7"	12	Not Applicable	Not Applicable
"Idaho"	"16"	"1999"	"1999"	"Place of death unknown"	"9"	Suppressed	Not Applicable	Not Applicable
"Idaho"	"16"	"2000"	"2000"	"Medical Facility - Inpatient"	"1"	Suppressed	Not Applicable	Not Applicable
"Idaho"	"16"	"2000"	"2000"	"Medical Facility - Outpatient or ER"	"2"	Suppressed	Not Applicable	Not Applicable
"Idaho"	"16"	"2000"	"2000"	"Medical Facility - Dead on Arrival"	"3"	Suppressed	Not Applicable	Not Applicable
"Idaho"	"16"	"2000"	"2000"	"Medical Facility - Status unknown"	"10"	Suppressed	Not Applicable	Not Applicable
"Idaho"	"16"	"2000"	"2000"	"Decedent's home"	"4"	39	Not Applicable	Not Applicable
"Idaho"	"16"	"2000"	"2000"	"Nursing home/long term care"	"6"	Suppressed	Not Applicable	Not Applicable
"Idaho"	"16"	"2000"	"2000"	"Other"	"7"	14	Not Applicable	Not Applicable
"Idaho"	"16"	"2000"	"2000"	"Place of death unknown"	"9"	Suppressed	Not Applicable	Not Applicable
"Idaho"	"16"	"2001"	"2001"	"Medical Facility - Inpatient"	"1"	11	Not Applicable	Not Applicable
"Idaho"	"16"	"2001"	"2001"	"Medical Facility - Outpatient or ER"	"2"	Suppressed	Not Applicable	Not Applicable
"Idaho"	"16"	"2001"	"2001"	"Medical Facility - Dead on Arrival"	"3"	Suppressed	Not Applicable	Not Applicable
"Idaho"	"16"	"2001"	"2001"	"Medical Facility - Status unknown"	"10"	Suppressed	Not Applicable	Not Applicable
"Idaho"	"16"	"2001"	"2001"	"Decedent's home"	"4"	56	Not Applicable	Not Applicable
"Idaho"	"16"	"2001"	"2001"	"Nursing home/long term care"	"6"	Suppressed	Not Applicable	Not Applicable
"Idaho"	"16"	"2001"	"2001"	"Other"	"7"	19	Not Applicable	Not Applicable
"Idaho"	"16"	"2001"	"2001"	"Place of death unknown"	"9"	Suppressed	Not Applicable	Not Applicable
"Idaho"	"16"	"2002"	"2002"	"Medical Facility - Inpatient"	"1"	18	Not Applicable	Not Applicable
"Idaho"	"16"	"2002"	"2002"	"Medical Facility - Outpatient or ER"	"2"	Suppressed	Not Applicable	Not Applicable
"Idaho"	"16"	"2002"	"2002"	"Medical Facility - Dead on Arrival"	"3"	Suppressed	Not Applicable	Not Applicable
"Idaho"	"16"	"2002"	"2002"	"Medical Facility - Status unknown"	"10"	Suppressed	Not Applicable	Not Applicable
"Idaho"	"16"	"2002"	"2002"	"Decedent's home"	"4"	68	Not Applicable	Not Applicable
"Idaho"	"16"	"2002"	"2002"	"Nursing home/long term care"	"6"	Suppressed	Not Applicable	Not Applicable
"Idaho"	"16"	"2002"	"2002"	"Other"	"7"	18	Not Applicable	Not Applicable
"Idaho"	"16"	"2002"	"2002"	"Place of death unknown"	"9"	Suppressed	Not Applicable	Not Applicable
"Idaho"	"16"	"2003"	"2003"	"Medical Facility - Inpatient"	"1"	11	Not Applicable	Not Applicable
"Idaho"	"16"	"2003"	"2003"	"Medical Facility - Outpatient or ER"	"2"	10	Not Applicable	Not Applicable
"Idaho"	"16"	"2003"	"2003"	"Medical Facility - Dead on Arrival"	"3"	Suppressed	Not Applicable	Not Applicable
"Idaho"	"16"	"2003"	"2003"	"Decedent's home"	"4"	60	Not Applicable	Not Applicable
"Idaho"	"16"	"2003"	"2003"	"Hospice facility"	"5"	Suppressed	Not Applicable	Not Applicable
"Idaho"	"16"	"2003"	"2003"	"Nursing home/long term care"	"6"	Suppressed	Not Applicable	Not Applicable
"Idaho"	"16"	"2003"	"2003"	"Other"	"7"	16	Not Applicable	Not Applicable
"Idaho"	"16"	"2003"	"2003"	"Place of death unknown"	"9"	Suppressed	Not Applicable	Not Applicable
"Idaho"	"16"	"2004"	"2004"	"Medical Facility - Inpatient"	"1"	11	Not Applicable	Not Applicable
"Idaho"	"16"	"2004"	"2004"	"Medical Facility - Outpatient or ER"	"2"	Suppressed	Not Applicable	Not Applicable
"Idaho"	"16"	"2004"	"2004"	"Medical Facility - Dead on Arrival"	"3"	Suppressed	Not Applicable	Not Applicable
"Idaho"	"16"	"2004"	"2004"	"Decedent's home"	"4"	58	Not Applicable	Not Applicable
"Idaho"	"16"	"2004"	"2004"	"Hospice facility"	"5"	Suppressed	Not Applicable	Not Applicable
"Idaho"	"16"	"2004"	"2004"	"Nursing home/long term care"	"6"	Suppressed	Not Applicable	Not Applicable
"Idaho"	"16"	"2004"	"2004"	"Other"	"7"	14	Not Applicable	Not Applicable
"Idaho"	"16"	"2004"	"2004"	"Place of death unknown"	"9"	Suppressed	Not Applicable	Not Applicable
"Idaho"	"16"	"2005"	"2005"	"Medical Facility - Inpatient"	"1"	11	Not Applicable	Not Applicable
"Idaho"	"16"	"2005"	"2005"	"Medical Facility - Outpatient or ER"	"2"	14	Not Applicable	Not Applicable
"Idaho"	"16"	"2005"	"2005"	"Medical Facility - Dead on Arrival"	"3"	Suppressed	Not Applicable	Not Applicable
"Idaho"	"16"	"2005"	"2005"	"Decedent's home"	"4"	64	Not Applicable	Not Applicable
"Idaho"	"16"	"2005"	"2005"	"Hospice facility"	"5"	Suppressed	Not Applicable	Not Applicable
"Idaho"	"16"	"2005"	"2005"	"Nursing home/long term care"	"6"	Suppressed	Not Applicable	Not Applicable
"Idaho"	"16"	"2005"	"2005"	"Other"	"7"	16	Not Applicable	Not Applicable
"Idaho"	"16"	"2005"	"2005"	"Place of death unknown"	"9"	Suppressed	Not Applicable	Not Applicable
"Idaho"	"16"	"2006"	"2006"	"Medical Facility - Inpatient"	"1"	Suppressed	Not Applicable	Not Applicable
"Idaho"	"16"	"2006"	"2006"	"Medical Facility - Outpatient or ER"	"2"	14	Not Applicable	Not Applicable
"Idaho"	"16"	"2006"	"2006"	"Medical Facility - Dead on Arrival"	"3"	Suppressed	Not Applicable	Not Applicable
"Idaho"	"16"	"2006"	"2006"	"Decedent's home"	"4"	78	Not Applicable	Not Applicable
"Idaho"	"16"	"2006"	"2006"	"Hospice facility"	"5"	Suppressed	Not Applicable	Not Applicable
"Idaho"	"16"	"2006"	"2006"	"Nursing home/long term care"	"6"	Suppressed	Not Applicable	Not Applicable
"Idaho"	"16"	"2006"	"2006"	"Other"	"7"	24	Not Applicable	Not Applicable
"Idaho"	"16"	"2006"	"2006"	"Place of death unknown"	"9"	Suppressed	Not Applicable	Not Applicable
"Idaho"	"16"	"2007"	"2007"	"Medical Facility - Inpatient"	"1"	13	Not Applicable	Not Applicable
"Idaho"	"16"	"2007"	"2007"	"Medical Facility - Outpatient or ER"	"2"	Suppressed	Not Applicable	Not Applicable
"Idaho"	"16"	"2007"	"2007"	"Medical Facility - Dead on Arrival"	"3"	Suppressed	Not Applicable	Not Applicable
"Idaho"	"16"	"2007"	"2007"	"Decedent's home"	"4"	90	Not Applicable	Not Applicable
"Idaho"	"16"	"2007"	"2007"	"Hospice facility"	"5"	Suppressed	Not Applicable	Not Applicable
"Idaho"	"16"	"2007"	"2007"	"Nursing home/long term care"	"6"	Suppressed	Not Applicable	Not Applicable
"Idaho"	"16"	"2007"	"2007"	"Other"	"7"	12	Not Applicable	Not Applicable
"Idaho"	"16"	"2007"	"2007"	"Place of death unknown"	"9"	Suppressed	Not Applicable	Not Applicable
"Idaho"	"16"	"2008"	"2008"	"Medical Facility - Inpatient"	"1"	11	Not Applicable	Not Applicable
"Idaho"	"16"	"2008"	"2008"	"Medical Facility - Outpatient or ER"	"2"	15	Not Applicable	Not Applicable
"Idaho"	"16"	"2008"	"2008"	"Medical Facility - Dead on Arrival"	"3"	Suppressed	Not Applicable	Not Applicable
"Idaho"	"16"	"2008"	"2008"	"Decedent's home"	"4"	97	Not Applicable	Not Applicable
"Idaho"	"16"	"2008"	"2008"	"Hospice facility"	"5"	Suppressed	Not Applicable	Not Applicable
"Idaho"	"16"	"2008"	"2008"	"Nursing home/long term care"	"6"	Suppressed	Not Applicable	Not Applicable
"Idaho"	"16"	"2008"	"2008"	"Other"	"7"	19	Not Applicable	Not Applicable
"Idaho"	"16"	"2008"	"2008"	"Place of death unknown"	"9"	Suppressed	Not Applicable	Not Applicable
"Idaho"	"16"	"2009"	"2009"	"Medical Facility - Inpatient"	"1"	Suppressed	Not Applicable	Not Applicable
"Idaho"	"16"	"2009"	"2009"	"Medical Facility - Outpatient or ER"	"2"	19	Not Applicable	Not Applicable
"Idaho"	"16"	"2009"	"2009"	"Medical Facility - Dead on Arrival"	"3"	Suppressed	Not Applicable	Not Applicable
"Idaho"	"16"	"2009"	"2009"	"Decedent's home"	"4"	114	Not Applicable	Not Applicable
"Idaho"	"16"	"2009"	"2009"	"Hospice facility"	"5"	Suppressed	Not Applicable	Not Applicable
"Idaho"	"16"	"2009"	"2009"	"Nursing home/long term care"	"6"	Suppressed	Not Applicable	Not Applicable
"Idaho"	"16"	"2009"	"2009"	"Other"	"7"	26	Not Applicable	Not Applicable
"Idaho"	"16"	"2009"	"2009"	"Place of death unknown"	"9"	Suppressed	Not Applicable	Not Applicable
"Idaho"	"16"	"2010"	"2010"	"Medical Facility - Inpatient"	"1"	18	Not Applicable	Not Applicable
"Idaho"	"16"	"2010"	"2010"	"Medical Facility - Outpatient or ER"	"2"	Suppressed	Not Applicable	Not Applicable
"Idaho"	"16"	"2010"	"2010"	"Medical Facility - Dead on Arrival"	"3"	Suppressed	Not Applicable	Not Applicable
"Idaho"	"16"	"2010"	"2010"	"Decedent's home"	"4"	115	Not Applicable	Not Applicable
"Idaho"	"16"	"2010"	"2010"	"Hospice facility"	"5"	Suppressed	Not Applicable	Not Applicable
"Idaho"	"16"	"2010"	"2010"	"Nursing home/long term care"	"6"	Suppressed	Not Applicable	Not Applicable
"Idaho"	"16"	"2010"	"2010"	"Other"	"7"	34	Not Applicable	Not Applicable
"Idaho"	"16"	"2010"	"2010"	"Place of death unknown"	"9"	Suppressed	Not Applicable	Not Applicable
"Idaho"	"16"	"2011"	"2011"	"Medical Facility - Inpatient"	"1"	15	Not Applicable	Not Applicable
"Idaho"	"16"	"2011"	"2011"	"Medical Facility - Outpatient or ER"	"2"	20	Not Applicable	Not Applicable
"Idaho"	"16"	"2011"	"2011"	"Medical Facility - Dead on Arrival"	"3"	Suppressed	Not Applicable	Not Applicable
"Idaho"	"16"	"2011"	"2011"	"Decedent's home"	"4"	122	Not Applicable	Not Applicable
"Idaho"	"16"	"2011"	"2011"	"Hospice facility"	"5"	Suppressed	Not Applicable	Not Applicable
"Idaho"	"16"	"2011"	"2011"	"Nursing home/long term care"	"6"	Suppressed	Not Applicable	Not Applicable
"Idaho"	"16"	"2011"	"2011"	"Other"	"7"	33	Not Applicable	Not Applicable
"Idaho"	"16"	"2011"	"2011"	"Place of death unknown"	"9"	Suppressed	Not Applicable	Not Applicable
"Idaho"	"16"	"2012"	"2012"	"Medical Facility - Inpatient"	"1"	20	Not Applicable	Not Applicable
"Idaho"	"16"	"2012"	"2012"	"Medical Facility - Outpatient or ER"	"2"	Suppressed	Not Applicable	Not Applicable
"Idaho"	"16"	"2012"	"2012"	"Medical Facility - Dead on Arrival"	"3"	Suppressed	Not Applicable	Not Applicable
"Idaho"	"16"	"2012"	"2012"	"Decedent's home"	"4"	124	Not Applicable	Not Applicable
"Idaho"	"16"	"2012"	"2012"	"Hospice facility"	"5"	Suppressed	Not Applicable	Not Applicable
"Idaho"	"16"	"2012"	"2012"	"Nursing home/long term care"	"6"	Suppressed	Not Applicable	Not Applicable
"Idaho"	"16"	"2012"	"2012"	"Other"	"7"	26	Not Applicable	Not Applicable
"Idaho"	"16"	"2012"	"2012"	"Place of death unknown"	"9"	Suppressed	Not Applicable	Not Applicable
"Idaho"	"16"	"2013"	"2013"	"Medical Facility - Inpatient"	"1"	14	Not Applicable	Not Applicable
"Idaho"	"16"	"2013"	"2013"	"Medical Facility - Outpatient or ER"	"2"	19	Not Applicable	Not Applicable
"Idaho"	"16"	"2013"	"2013"	"Medical Facility - Dead on Arrival"	"3"	Suppressed	Not Applicable	Not Applicable
"Idaho"	"16"	"2013"	"2013"	"Decedent's home"	"4"	144	Not Applicable	Not Applicable
"Idaho"	"16"	"2013"	"2013"	"Hospice facility"	"5"	Suppressed	Not Applicable	Not Applicable
"Idaho"	"16"	"2013"	"2013"	"Nursing home/long term care"	"6"	Suppressed	Not Applicable	Not Applicable
"Idaho"	"16"	"2013"	"2013"	"Other"	"7"	28	Not Applicable	Not Applicable
"Idaho"	"16"	"2013"	"2013"	"Place of death unknown"	"9"	Suppressed	Not Applicable	Not Applicable
"Idaho"	"16"	"2014"	"2014"	"Medical Facility - Inpatient"	"1"	26	Not Applicable	Not Applicable
"Idaho"	"16"	"2014"	"2014"	"Medical Facility - Outpatient or ER"	"2"	19	Not Applicable	Not Applicable
"Idaho"	"16"	"2014"	"2014"	"Medical Facility - Dead on Arrival"	"3"	Suppressed	Not Applicable	Not Applicable
"Idaho"	"16"	"2014"	"2014"	"Decedent's home"	"4"	125	Not Applicable	Not Applicable
"Idaho"	"16"	"2014"	"2014"	"Hospice facility"	"5"	Suppressed	Not Applicable	Not Applicable
"Idaho"	"16"	"2014"	"2014"	"Nursing home/long term care"	"6"	Suppressed	Not Applicable	Not Applicable
"Idaho"	"16"	"2014"	"2014"	"Other"	"7"	38	Not Applicable	Not Applicable
"Idaho"	"16"	"2014"	"2014"	"Place of death unknown"	"9"	Suppressed	Not Applicable	Not Applicable
"Idaho"	"16"	"2015"	"2015"	"Medical Facility - Inpatient"	"1"	18	Not Applicable	Not Applicable
"Idaho"	"16"	"2015"	"2015"	"Medical Facility - Outpatient or ER"	"2"	13	Not Applicable	Not Applicable
"Idaho"	"16"	"2015"	"2015"	"Medical Facility - Dead on Arrival"	"3"	Suppressed	Not Applicable	Not Applicable
"Idaho"	"16"	"2015"	"2015"	"Decedent's home"	"4"	145	Not Applicable	Not Applicable
"Idaho"	"16"	"2015"	"2015"	"Hospice facility"	"5"	Suppressed	Not Applicable	Not Applicable
"Idaho"	"16"	"2015"	"2015"	"Nursing home/long term care"	"6"	Suppressed	Not Applicable	Not Applicable
"Idaho"	"16"	"2015"	"2015"	"Other"	"7"	34	Not Applicable	Not Applicable
"Idaho"	"16"	"2015"	"2015"	"Place of death unknown"	"9"	Suppressed	Not Applicable	Not Applicable
"Illinois"	"17"	"1999"	"1999"	"Medical Facility - Inpatient"	"1"	72	Not Applicable	Not Applicable
"Illinois"	"17"	"1999"	"1999"	"Medical Facility - Outpatient or ER"	"2"	116	Not Applicable	Not Applicable
"Illinois"	"17"	"1999"	"1999"	"Medical Facility - Dead on Arrival"	"3"	178	Not Applicable	Not Applicable
"Illinois"	"17"	"1999"	"1999"	"Medical Facility - Status unknown"	"10"	Suppressed	Not Applicable	Not Applicable
"Illinois"	"17"	"1999"	"1999"	"Decedent's home"	"4"	267	Not Applicable	Not Applicable
"Illinois"	"17"	"1999"	"1999"	"Nursing home/long term care"	"6"	Suppressed	Not Applicable	Not Applicable
"Illinois"	"17"	"1999"	"1999"	"Other"	"7"	169	Not Applicable	Not Applicable
"Illinois"	"17"	"1999"	"1999"	"Place of death unknown"	"9"	Suppressed	Not Applicable	Not Applicable
"Illinois"	"17"	"2000"	"2000"	"Medical Facility - Inpatient"	"1"	73	Not Applicable	Not Applicable
"Illinois"	"17"	"2000"	"2000"	"Medical Facility - Outpatient or ER"	"2"	129	Not Applicable	Not Applicable
"Illinois"	"17"	"2000"	"2000"	"Medical Facility - Dead on Arrival"	"3"	170	Not Applicable	Not Applicable
"Illinois"	"17"	"2000"	"2000"	"Medical Facility - Status unknown"	"10"	Suppressed	Not Applicable	Not Applicable
"Illinois"	"17"	"2000"	"2000"	"Decedent's home"	"4"	318	Not Applicable	Not Applicable
"Illinois"	"17"	"2000"	"2000"	"Nursing home/long term care"	"6"	Suppressed	Not Applicable	Not Applicable
"Illinois"	"17"	"2000"	"2000"	"Other"	"7"	161	Not Applicable	Not Applicable
"Illinois"	"17"	"2000"	"2000"	"Place of death unknown"	"9"	Suppressed	Not Applicable	Not Applicable
"Illinois"	"17"	"2001"	"2001"	"Medical Facility - Inpatient"	"1"	85	Not Applicable	Not Applicable
"Illinois"	"17"	"2001"	"2001"	"Medical Facility - Outpatient or ER"	"2"	132	Not Applicable	Not Applicable
"Illinois"	"17"	"2001"	"2001"	"Medical Facility - Dead on Arrival"	"3"	162	Not Applicable	Not Applicable
"Illinois"	"17"	"2001"	"2001"	"Medical Facility - Status unknown"	"10"	Suppressed	Not Applicable	Not Applicable
"Illinois"	"17"	"2001"	"2001"	"Decedent's home"	"4"	336	Not Applicable	Not Applicable
"Illinois"	"17"	"2001"	"2001"	"Nursing home/long term care"	"6"	Suppressed	Not Applicable	Not Applicable
"Illinois"	"17"	"2001"	"2001"	"Other"	"7"	154	Not Applicable	Not Applicable
"Illinois"	"17"	"2001"	"2001"	"Place of death unknown"	"9"	Suppressed	Not Applicable	Not Applicable
"Illinois"	"17"	"2002"	"2002"	"Medical Facility - Inpatient"	"1"	83	Not Applicable	Not Applicable
"Illinois"	"17"	"2002"	"2002"	"Medical Facility - Outpatient or ER"	"2"	165	Not Applicable	Not Applicable
"Illinois"	"17"	"2002"	"2002"	"Medical Facility - Dead on Arrival"	"3"	137	Not Applicable	Not Applicable
"Illinois"	"17"	"2002"	"2002"	"Medical Facility - Status unknown"	"10"	Suppressed	Not Applicable	Not Applicable
"Illinois"	"17"	"2002"	"2002"	"Decedent's home"	"4"	382	Not Applicable	Not Applicable
"Illinois"	"17"	"2002"	"2002"	"Nursing home/long term care"	"6"	Suppressed	Not Applicable	Not Applicable
"Illinois"	"17"	"2002"	"2002"	"Other"	"7"	186	Not Applicable	Not Applicable
"Illinois"	"17"	"2002"	"2002"	"Place of death unknown"	"9"	Suppressed	Not Applicable	Not Applicable
"Illinois"	"17"	"2003"	"2003"	"Medical Facility - Inpatient"	"1"	85	Not Applicable	Not Applicable
"Illinois"	"17"	"2003"	"2003"	"Medical Facility - Outpatient or ER"	"2"	143	Not Applicable	Not Applicable
"Illinois"	"17"	"2003"	"2003"	"Medical Facility - Dead on Arrival"	"3"	127	Not Applicable	Not Applicable
"Illinois"	"17"	"2003"	"2003"	"Decedent's home"	"4"	291	Not Applicable	Not Applicable
"Illinois"	"17"	"2003"	"2003"	"Hospice facility"	"5"	Suppressed	Not Applicable	Not Applicable
"Illinois"	"17"	"2003"	"2003"	"Nursing home/long term care"	"6"	Suppressed	Not Applicable	Not Applicable
"Illinois"	"17"	"2003"	"2003"	"Other"	"7"	169	Not Applicable	Not Applicable
"Illinois"	"17"	"2003"	"2003"	"Place of death unknown"	"9"	Suppressed	Not Applicable	Not Applicable
"Illinois"	"17"	"2004"	"2004"	"Medical Facility - Inpatient"	"1"	102	Not Applicable	Not Applicable
"Illinois"	"17"	"2004"	"2004"	"Medical Facility - Outpatient or ER"	"2"	185	Not Applicable	Not Applicable
"Illinois"	"17"	"2004"	"2004"	"Medical Facility - Dead on Arrival"	"3"	176	Not Applicable	Not Applicable
"Illinois"	"17"	"2004"	"2004"	"Decedent's home"	"4"	381	Not Applicable	Not Applicable
"Illinois"	"17"	"2004"	"2004"	"Hospice facility"	"5"	Suppressed	Not Applicable	Not Applicable
"Illinois"	"17"	"2004"	"2004"	"Nursing home/long term care"	"6"	Suppressed	Not Applicable	Not Applicable
"Illinois"	"17"	"2004"	"2004"	"Other"	"7"	160	Not Applicable	Not Applicable
"Illinois"	"17"	"2004"	"2004"	"Place of death unknown"	"9"	Suppressed	Not Applicable	Not Applicable
"Illinois"	"17"	"2005"	"2005"	"Medical Facility - Inpatient"	"1"	98	Not Applicable	Not Applicable
"Illinois"	"17"	"2005"	"2005"	"Medical Facility - Outpatient or ER"	"2"	229	Not Applicable	Not Applicable
"Illinois"	"17"	"2005"	"2005"	"Medical Facility - Dead on Arrival"	"3"	149	Not Applicable	Not Applicable
"Illinois"	"17"	"2005"	"2005"	"Decedent's home"	"4"	395	Not Applicable	Not Applicable
"Illinois"	"17"	"2005"	"2005"	"Hospice facility"	"5"	Suppressed	Not Applicable	Not Applicable
"Illinois"	"17"	"2005"	"2005"	"Nursing home/long term care"	"6"	Suppressed	Not Applicable	Not Applicable
"Illinois"	"17"	"2005"	"2005"	"Other"	"7"	165	Not Applicable	Not Applicable
"Illinois"	"17"	"2005"	"2005"	"Place of death unknown"	"9"	Suppressed	Not Applicable	Not Applicable
"Illinois"	"17"	"2006"	"2006"	"Medical Facility - Inpatient"	"1"	104	Not Applicable	Not Applicable
"Illinois"	"17"	"2006"	"2006"	"Medical Facility - Outpatient or ER"	"2"	299	Not Applicable	Not Applicable
"Illinois"	"17"	"2006"	"2006"	"Medical Facility - Dead on Arrival"	"3"	192	Not Applicable	Not Applicable
"Illinois"	"17"	"2006"	"2006"	"Decedent's home"	"4"	504	Not Applicable	Not Applicable
"Illinois"	"17"	"2006"	"2006"	"Hospice facility"	"5"	Suppressed	Not Applicable	Not Applicable
"Illinois"	"17"	"2006"	"2006"	"Nursing home/long term care"	"6"	Suppressed	Not Applicable	Not Applicable
"Illinois"	"17"	"2006"	"2006"	"Other"	"7"	237	Not Applicable	Not Applicable
"Illinois"	"17"	"2006"	"2006"	"Place of death unknown"	"9"	Suppressed	Not Applicable	Not Applicable
"Illinois"	"17"	"2007"	"2007"	"Medical Facility - Inpatient"	"1"	113	Not Applicable	Not Applicable
"Illinois"	"17"	"2007"	"2007"	"Medical Facility - Outpatient or ER"	"2"	255	Not Applicable	Not Applicable
"Illinois"	"17"	"2007"	"2007"	"Medical Facility - Dead on Arrival"	"3"	94	Not Applicable	Not Applicable
"Illinois"	"17"	"2007"	"2007"	"Decedent's home"	"4"	500	Not Applicable	Not Applicable
"Illinois"	"17"	"2007"	"2007"	"Hospice facility"	"5"	Suppressed	Not Applicable	Not Applicable
"Illinois"	"17"	"2007"	"2007"	"Nursing home/long term care"	"6"	Suppressed	Not Applicable	Not Applicable
