"County"	"County Code"	"Place of Death"	"Place of Death Code"	Deaths	Population	Crude Rate
"Fulton County, GA"	"13121"	"Decedent's home"	"4"	590	Not Applicable	Not Applicable
"Fulton County, GA"	"13121"	"Hospice facility"	"5"	Suppressed	Not Applicable	Not Applicable
"Fulton County, GA"	"13121"	"Nursing home/long term care"	"6"	Suppressed	Not Applicable	Not Applicable
"Fulton County, GA"	"13121"	"Other"	"7"	335	Not Applicable	Not Applicable
"Fulton County, GA"	"13121"	"Place of death unknown"	"9"	151	Not Applicable	Not Applicable
"Gilmer County, GA"	"13123"	"Medical Facility - Inpatient"	"1"	Suppressed	Not Applicable	Not Applicable
"Gilmer County, GA"	"13123"	"Medical Facility - Outpatient or ER"	"2"	Suppressed	Not Applicable	Not Applicable
"Gilmer County, GA"	"13123"	"Medical Facility - Dead on Arrival"	"3"	Suppressed	Not Applicable	Not Applicable
"Gilmer County, GA"	"13123"	"Medical Facility - Status unknown"	"10"	Suppressed	Not Applicable	Not Applicable
"Gilmer County, GA"	"13123"	"Decedent's home"	"4"	26	Not Applicable	Not Applicable
"Gilmer County, GA"	"13123"	"Hospice facility"	"5"	Suppressed	Not Applicable	Not Applicable
"Gilmer County, GA"	"13123"	"Nursing home/long term care"	"6"	Suppressed	Not Applicable	Not Applicable
"Gilmer County, GA"	"13123"	"Other"	"7"	Suppressed	Not Applicable	Not Applicable
"Gilmer County, GA"	"13123"	"Place of death unknown"	"9"	Suppressed	Not Applicable	Not Applicable
"Glascock County, GA"	"13125"	"Medical Facility - Inpatient"	"1"	Suppressed	Not Applicable	Not Applicable
"Glascock County, GA"	"13125"	"Medical Facility - Outpatient or ER"	"2"	Suppressed	Not Applicable	Not Applicable
"Glascock County, GA"	"13125"	"Medical Facility - Dead on Arrival"	"3"	Suppressed	Not Applicable	Not Applicable
"Glascock County, GA"	"13125"	"Medical Facility - Status unknown"	"10"	Suppressed	Not Applicable	Not Applicable
"Glascock County, GA"	"13125"	"Decedent's home"	"4"	Suppressed	Not Applicable	Not Applicable
"Glascock County, GA"	"13125"	"Hospice facility"	"5"	Suppressed	Not Applicable	Not Applicable
"Glascock County, GA"	"13125"	"Nursing home/long term care"	"6"	Suppressed	Not Applicable	Not Applicable
"Glascock County, GA"	"13125"	"Other"	"7"	Suppressed	Not Applicable	Not Applicable
"Glascock County, GA"	"13125"	"Place of death unknown"	"9"	Suppressed	Not Applicable	Not Applicable
"Glynn County, GA"	"13127"	"Medical Facility - Inpatient"	"1"	12	Not Applicable	Not Applicable
"Glynn County, GA"	"13127"	"Medical Facility - Outpatient or ER"	"2"	15	Not Applicable	Not Applicable
"Glynn County, GA"	"13127"	"Medical Facility - Dead on Arrival"	"3"	12	Not Applicable	Not Applicable
"Glynn County, GA"	"13127"	"Medical Facility - Status unknown"	"10"	Suppressed	Not Applicable	Not Applicable
"Glynn County, GA"	"13127"	"Decedent's home"	"4"	62	Not Applicable	Not Applicable
"Glynn County, GA"	"13127"	"Hospice facility"	"5"	Suppressed	Not Applicable	Not Applicable
"Glynn County, GA"	"13127"	"Nursing home/long term care"	"6"	Suppressed	Not Applicable	Not Applicable
"Glynn County, GA"	"13127"	"Other"	"7"	22	Not Applicable	Not Applicable
"Glynn County, GA"	"13127"	"Place of death unknown"	"9"	17	Not Applicable	Not Applicable
"Gordon County, GA"	"13129"	"Medical Facility - Inpatient"	"1"	Suppressed	Not Applicable	Not Applicable
"Gordon County, GA"	"13129"	"Medical Facility - Outpatient or ER"	"2"	13	Not Applicable	Not Applicable
"Gordon County, GA"	"13129"	"Medical Facility - Dead on Arrival"	"3"	10	Not Applicable	Not Applicable
"Gordon County, GA"	"13129"	"Medical Facility - Status unknown"	"10"	Suppressed	Not Applicable	Not Applicable
"Gordon County, GA"	"13129"	"Decedent's home"	"4"	40	Not Applicable	Not Applicable
"Gordon County, GA"	"13129"	"Hospice facility"	"5"	Suppressed	Not Applicable	Not Applicable
"Gordon County, GA"	"13129"	"Nursing home/long term care"	"6"	Suppressed	Not Applicable	Not Applicable
"Gordon County, GA"	"13129"	"Other"	"7"	19	Not Applicable	Not Applicable
"Gordon County, GA"	"13129"	"Place of death unknown"	"9"	15	Not Applicable	Not Applicable
"Grady County, GA"	"13131"	"Medical Facility - Inpatient"	"1"	Suppressed	Not Applicable	Not Applicable
"Grady County, GA"	"13131"	"Medical Facility - Outpatient or ER"	"2"	Suppressed	Not Applicable	Not Applicable
"Grady County, GA"	"13131"	"Medical Facility - Dead on Arrival"	"3"	Suppressed	Not Applicable	Not Applicable
"Grady County, GA"	"13131"	"Medical Facility - Status unknown"	"10"	Suppressed	Not Applicable	Not Applicable
"Grady County, GA"	"13131"	"Decedent's home"	"4"	Suppressed	Not Applicable	Not Applicable
"Grady County, GA"	"13131"	"Hospice facility"	"5"	Suppressed	Not Applicable	Not Applicable
"Grady County, GA"	"13131"	"Nursing home/long term care"	"6"	Suppressed	Not Applicable	Not Applicable
"Grady County, GA"	"13131"	"Other"	"7"	Suppressed	Not Applicable	Not Applicable
"Grady County, GA"	"13131"	"Place of death unknown"	"9"	Suppressed	Not Applicable	Not Applicable
"Greene County, GA"	"13133"	"Medical Facility - Inpatient"	"1"	Suppressed	Not Applicable	Not Applicable
"Greene County, GA"	"13133"	"Medical Facility - Outpatient or ER"	"2"	Suppressed	Not Applicable	Not Applicable
"Greene County, GA"	"13133"	"Medical Facility - Dead on Arrival"	"3"	Suppressed	Not Applicable	Not Applicable
"Greene County, GA"	"13133"	"Medical Facility - Status unknown"	"10"	Suppressed	Not Applicable	Not Applicable
"Greene County, GA"	"13133"	"Decedent's home"	"4"	Suppressed	Not Applicable	Not Applicable
"Greene County, GA"	"13133"	"Hospice facility"	"5"	Suppressed	Not Applicable	Not Applicable
"Greene County, GA"	"13133"	"Nursing home/long term care"	"6"	Suppressed	Not Applicable	Not Applicable
"Greene County, GA"	"13133"	"Other"	"7"	Suppressed	Not Applicable	Not Applicable
"Greene County, GA"	"13133"	"Place of death unknown"	"9"	Suppressed	Not Applicable	Not Applicable
"Gwinnett County, GA"	"13135"	"Medical Facility - Inpatient"	"1"	63	Not Applicable	Not Applicable
"Gwinnett County, GA"	"13135"	"Medical Facility - Outpatient or ER"	"2"	95	Not Applicable	Not Applicable
"Gwinnett County, GA"	"13135"	"Medical Facility - Dead on Arrival"	"3"	22	Not Applicable	Not Applicable
"Gwinnett County, GA"	"13135"	"Medical Facility - Status unknown"	"10"	Suppressed	Not Applicable	Not Applicable
"Gwinnett County, GA"	"13135"	"Decedent's home"	"4"	323	Not Applicable	Not Applicable
"Gwinnett County, GA"	"13135"	"Hospice facility"	"5"	Suppressed	Not Applicable	Not Applicable
"Gwinnett County, GA"	"13135"	"Nursing home/long term care"	"6"	Suppressed	Not Applicable	Not Applicable
"Gwinnett County, GA"	"13135"	"Other"	"7"	157	Not Applicable	Not Applicable
"Gwinnett County, GA"	"13135"	"Place of death unknown"	"9"	78	Not Applicable	Not Applicable
"Habersham County, GA"	"13137"	"Medical Facility - Inpatient"	"1"	Suppressed	Not Applicable	Not Applicable
"Habersham County, GA"	"13137"	"Medical Facility - Outpatient or ER"	"2"	Suppressed	Not Applicable	Not Applicable
"Habersham County, GA"	"13137"	"Medical Facility - Dead on Arrival"	"3"	Suppressed	Not Applicable	Not Applicable
"Habersham County, GA"	"13137"	"Medical Facility - Status unknown"	"10"	Suppressed	Not Applicable	Not Applicable
"Habersham County, GA"	"13137"	"Decedent's home"	"4"	24	Not Applicable	Not Applicable
"Habersham County, GA"	"13137"	"Hospice facility"	"5"	Suppressed	Not Applicable	Not Applicable
"Habersham County, GA"	"13137"	"Nursing home/long term care"	"6"	Suppressed	Not Applicable	Not Applicable
"Habersham County, GA"	"13137"	"Other"	"7"	11	Not Applicable	Not Applicable
"Habersham County, GA"	"13137"	"Place of death unknown"	"9"	10	Not Applicable	Not Applicable
"Hall County, GA"	"13139"	"Medical Facility - Inpatient"	"1"	33	Not Applicable	Not Applicable
"Hall County, GA"	"13139"	"Medical Facility - Outpatient or ER"	"2"	58	Not Applicable	Not Applicable
"Hall County, GA"	"13139"	"Medical Facility - Dead on Arrival"	"3"	99	Not Applicable	Not Applicable
"Hall County, GA"	"13139"	"Medical Facility - Status unknown"	"10"	Suppressed	Not Applicable	Not Applicable
"Hall County, GA"	"13139"	"Decedent's home"	"4"	39	Not Applicable	Not Applicable
"Hall County, GA"	"13139"	"Hospice facility"	"5"	Suppressed	Not Applicable	Not Applicable
"Hall County, GA"	"13139"	"Nursing home/long term care"	"6"	Suppressed	Not Applicable	Not Applicable
"Hall County, GA"	"13139"	"Other"	"7"	31	Not Applicable	Not Applicable
"Hall County, GA"	"13139"	"Place of death unknown"	"9"	31	Not Applicable	Not Applicable
"Hancock County, GA"	"13141"	"Medical Facility - Inpatient"	"1"	Suppressed	Not Applicable	Not Applicable
"Hancock County, GA"	"13141"	"Medical Facility - Outpatient or ER"	"2"	Suppressed	Not Applicable	Not Applicable
"Hancock County, GA"	"13141"	"Medical Facility - Dead on Arrival"	"3"	Suppressed	Not Applicable	Not Applicable
"Hancock County, GA"	"13141"	"Medical Facility - Status unknown"	"10"	Suppressed	Not Applicable	Not Applicable
"Hancock County, GA"	"13141"	"Decedent's home"	"4"	Suppressed	Not Applicable	Not Applicable
"Hancock County, GA"	"13141"	"Hospice facility"	"5"	Suppressed	Not Applicable	Not Applicable
"Hancock County, GA"	"13141"	"Nursing home/long term care"	"6"	Suppressed	Not Applicable	Not Applicable
"Hancock County, GA"	"13141"	"Other"	"7"	Suppressed	Not Applicable	Not Applicable
"Hancock County, GA"	"13141"	"Place of death unknown"	"9"	Suppressed	Not Applicable	Not Applicable
"Haralson County, GA"	"13143"	"Medical Facility - Inpatient"	"1"	Suppressed	Not Applicable	Not Applicable
"Haralson County, GA"	"13143"	"Medical Facility - Outpatient or ER"	"2"	23	Not Applicable	Not Applicable
"Haralson County, GA"	"13143"	"Medical Facility - Dead on Arrival"	"3"	11	Not Applicable	Not Applicable
"Haralson County, GA"	"13143"	"Medical Facility - Status unknown"	"10"	Suppressed	Not Applicable	Not Applicable
"Haralson County, GA"	"13143"	"Decedent's home"	"4"	45	Not Applicable	Not Applicable
"Haralson County, GA"	"13143"	"Hospice facility"	"5"	Suppressed	Not Applicable	Not Applicable
"Haralson County, GA"	"13143"	"Nursing home/long term care"	"6"	Suppressed	Not Applicable	Not Applicable
"Haralson County, GA"	"13143"	"Other"	"7"	13	Not Applicable	Not Applicable
"Haralson County, GA"	"13143"	"Place of death unknown"	"9"	14	Not Applicable	Not Applicable
"Harris County, GA"	"13145"	"Medical Facility - Inpatient"	"1"	Suppressed	Not Applicable	Not Applicable
"Harris County, GA"	"13145"	"Medical Facility - Outpatient or ER"	"2"	Suppressed	Not Applicable	Not Applicable
"Harris County, GA"	"13145"	"Medical Facility - Dead on Arrival"	"3"	Suppressed	Not Applicable	Not Applicable
"Harris County, GA"	"13145"	"Medical Facility - Status unknown"	"10"	Suppressed	Not Applicable	Not Applicable
"Harris County, GA"	"13145"	"Decedent's home"	"4"	15	Not Applicable	Not Applicable
"Harris County, GA"	"13145"	"Hospice facility"	"5"	Suppressed	Not Applicable	Not Applicable
"Harris County, GA"	"13145"	"Nursing home/long term care"	"6"	Suppressed	Not Applicable	Not Applicable
"Harris County, GA"	"13145"	"Other"	"7"	Suppressed	Not Applicable	Not Applicable
"Harris County, GA"	"13145"	"Place of death unknown"	"9"	Suppressed	Not Applicable	Not Applicable
"Hart County, GA"	"13147"	"Medical Facility - Inpatient"	"1"	10	Not Applicable	Not Applicable
"Hart County, GA"	"13147"	"Medical Facility - Outpatient or ER"	"2"	Suppressed	Not Applicable	Not Applicable
"Hart County, GA"	"13147"	"Medical Facility - Dead on Arrival"	"3"	Suppressed	Not Applicable	Not Applicable
"Hart County, GA"	"13147"	"Medical Facility - Status unknown"	"10"	Suppressed	Not Applicable	Not Applicable
"Hart County, GA"	"13147"	"Decedent's home"	"4"	23	Not Applicable	Not Applicable
"Hart County, GA"	"13147"	"Hospice facility"	"5"	Suppressed	Not Applicable	Not Applicable
"Hart County, GA"	"13147"	"Nursing home/long term care"	"6"	Suppressed	Not Applicable	Not Applicable
"Hart County, GA"	"13147"	"Other"	"7"	Suppressed	Not Applicable	Not Applicable
"Hart County, GA"	"13147"	"Place of death unknown"	"9"	Suppressed	Not Applicable	Not Applicable
"Heard County, GA"	"13149"	"Medical Facility - Inpatient"	"1"	Suppressed	Not Applicable	Not Applicable
"Heard County, GA"	"13149"	"Medical Facility - Outpatient or ER"	"2"	Suppressed	Not Applicable	Not Applicable
"Heard County, GA"	"13149"	"Medical Facility - Dead on Arrival"	"3"	Suppressed	Not Applicable	Not Applicable
"Heard County, GA"	"13149"	"Medical Facility - Status unknown"	"10"	Suppressed	Not Applicable	Not Applicable
"Heard County, GA"	"13149"	"Decedent's home"	"4"	15	Not Applicable	Not Applicable
"Heard County, GA"	"13149"	"Hospice facility"	"5"	Suppressed	Not Applicable	Not Applicable
"Heard County, GA"	"13149"	"Nursing home/long term care"	"6"	Suppressed	Not Applicable	Not Applicable
"Heard County, GA"	"13149"	"Other"	"7"	Suppressed	Not Applicable	Not Applicable
"Heard County, GA"	"13149"	"Place of death unknown"	"9"	Suppressed	Not Applicable	Not Applicable
"Henry County, GA"	"13151"	"Medical Facility - Inpatient"	"1"	22	Not Applicable	Not Applicable
"Henry County, GA"	"13151"	"Medical Facility - Outpatient or ER"	"2"	62	Not Applicable	Not Applicable
"Henry County, GA"	"13151"	"Medical Facility - Dead on Arrival"	"3"	26	Not Applicable	Not Applicable
"Henry County, GA"	"13151"	"Medical Facility - Status unknown"	"10"	Suppressed	Not Applicable	Not Applicable
"Henry County, GA"	"13151"	"Decedent's home"	"4"	101	Not Applicable	Not Applicable
"Henry County, GA"	"13151"	"Hospice facility"	"5"	Suppressed	Not Applicable	Not Applicable
"Henry County, GA"	"13151"	"Nursing home/long term care"	"6"	Suppressed	Not Applicable	Not Applicable
"Henry County, GA"	"13151"	"Other"	"7"	54	Not Applicable	Not Applicable
"Henry County, GA"	"13151"	"Place of death unknown"	"9"	41	Not Applicable	Not Applicable
"Houston County, GA"	"13153"	"Medical Facility - Inpatient"	"1"	13	Not Applicable	Not Applicable
"Houston County, GA"	"13153"	"Medical Facility - Outpatient or ER"	"2"	23	Not Applicable	Not Applicable
"Houston County, GA"	"13153"	"Medical Facility - Dead on Arrival"	"3"	19	Not Applicable	Not Applicable
"Houston County, GA"	"13153"	"Medical Facility - Status unknown"	"10"	Suppressed	Not Applicable	Not Applicable
"Houston County, GA"	"13153"	"Decedent's home"	"4"	53	Not Applicable	Not Applicable
"Houston County, GA"	"13153"	"Hospice facility"	"5"	Suppressed	Not Applicable	Not Applicable
"Houston County, GA"	"13153"	"Nursing home/long term care"	"6"	Suppressed	Not Applicable	Not Applicable
"Houston County, GA"	"13153"	"Other"	"7"	27	Not Applicable	Not Applicable
"Houston County, GA"	"13153"	"Place of death unknown"	"9"	16	Not Applicable	Not Applicable
"Irwin County, GA"	"13155"	"Medical Facility - Inpatient"	"1"	Suppressed	Not Applicable	Not Applicable
"Irwin County, GA"	"13155"	"Medical Facility - Outpatient or ER"	"2"	Suppressed	Not Applicable	Not Applicable
"Irwin County, GA"	"13155"	"Medical Facility - Dead on Arrival"	"3"	Suppressed	Not Applicable	Not Applicable
"Irwin County, GA"	"13155"	"Medical Facility - Status unknown"	"10"	Suppressed	Not Applicable	Not Applicable
"Irwin County, GA"	"13155"	"Decedent's home"	"4"	Suppressed	Not Applicable	Not Applicable
"Irwin County, GA"	"13155"	"Hospice facility"	"5"	Suppressed	Not Applicable	Not Applicable
"Irwin County, GA"	"13155"	"Nursing home/long term care"	"6"	Suppressed	Not Applicable	Not Applicable
"Irwin County, GA"	"13155"	"Other"	"7"	Suppressed	Not Applicable	Not Applicable
"Irwin County, GA"	"13155"	"Place of death unknown"	"9"	Suppressed	Not Applicable	Not Applicable
"Jackson County, GA"	"13157"	"Medical Facility - Inpatient"	"1"	Suppressed	Not Applicable	Not Applicable
"Jackson County, GA"	"13157"	"Medical Facility - Outpatient or ER"	"2"	18	Not Applicable	Not Applicable
"Jackson County, GA"	"13157"	"Medical Facility - Dead on Arrival"	"3"	10	Not Applicable	Not Applicable
"Jackson County, GA"	"13157"	"Medical Facility - Status unknown"	"10"	Suppressed	Not Applicable	Not Applicable
"Jackson County, GA"	"13157"	"Decedent's home"	"4"	76	Not Applicable	Not Applicable
"Jackson County, GA"	"13157"	"Hospice facility"	"5"	Suppressed	Not Applicable	Not Applicable
"Jackson County, GA"	"13157"	"Nursing home/long term care"	"6"	Suppressed	Not Applicable	Not Applicable
"Jackson County, GA"	"13157"	"Other"	"7"	25	Not Applicable	Not Applicable
"Jackson County, GA"	"13157"	"Place of death unknown"	"9"	14	Not Applicable	Not Applicable
"Jasper County, GA"	"13159"	"Medical Facility - Inpatient"	"1"	Suppressed	Not Applicable	Not Applicable
"Jasper County, GA"	"13159"	"Medical Facility - Outpatient or ER"	"2"	Suppressed	Not Applicable	Not Applicable
"Jasper County, GA"	"13159"	"Medical Facility - Dead on Arrival"	"3"	Suppressed	Not Applicable	Not Applicable
"Jasper County, GA"	"13159"	"Medical Facility - Status unknown"	"10"	Suppressed	Not Applicable	Not Applicable
"Jasper County, GA"	"13159"	"Decedent's home"	"4"	Suppressed	Not Applicable	Not Applicable
"Jasper County, GA"	"13159"	"Hospice facility"	"5"	Suppressed	Not Applicable	Not Applicable
"Jasper County, GA"	"13159"	"Nursing home/long term care"	"6"	Suppressed	Not Applicable	Not Applicable
"Jasper County, GA"	"13159"	"Other"	"7"	Suppressed	Not Applicable	Not Applicable
"Jasper County, GA"	"13159"	"Place of death unknown"	"9"	Suppressed	Not Applicable	Not Applicable
"Jeff Davis County, GA"	"13161"	"Medical Facility - Inpatient"	"1"	Suppressed	Not Applicable	Not Applicable
"Jeff Davis County, GA"	"13161"	"Medical Facility - Outpatient or ER"	"2"	Suppressed	Not Applicable	Not Applicable
"Jeff Davis County, GA"	"13161"	"Medical Facility - Dead on Arrival"	"3"	Suppressed	Not Applicable	Not Applicable
"Jeff Davis County, GA"	"13161"	"Medical Facility - Status unknown"	"10"	Suppressed	Not Applicable	Not Applicable
"Jeff Davis County, GA"	"13161"	"Decedent's home"	"4"	13	Not Applicable	Not Applicable
"Jeff Davis County, GA"	"13161"	"Hospice facility"	"5"	Suppressed	Not Applicable	Not Applicable
"Jeff Davis County, GA"	"13161"	"Nursing home/long term care"	"6"	Suppressed	Not Applicable	Not Applicable
"Jeff Davis County, GA"	"13161"	"Other"	"7"	10	Not Applicable	Not Applicable
"Jeff Davis County, GA"	"13161"	"Place of death unknown"	"9"	Suppressed	Not Applicable	Not Applicable
"Jefferson County, GA"	"13163"	"Medical Facility - Inpatient"	"1"	Suppressed	Not Applicable	Not Applicable
"Jefferson County, GA"	"13163"	"Medical Facility - Outpatient or ER"	"2"	Suppressed	Not Applicable	Not Applicable
"Jefferson County, GA"	"13163"	"Medical Facility - Dead on Arrival"	"3"	Suppressed	Not Applicable	Not Applicable
